date,changsha-telecom,nanchang-telecom,wuhan-telecom,wuhan-telecom-3,wuhan-telecom-4,zhengzhou-telecom,hangzhou-telecom,qingdao-telecom,shanghai-telecom,shanghai-telecom-2,shanghai-telecom-3,shanghai-telecom-4,shanghai-telecom-5,shanghai-telecom-6,suzhou-telecom-2,suzhou-telecom-3,wenzhou-telecom,wuhu-telecom,wuxi-telecom-2,beijing-telecom,shijiazhuang-telecom,shijiazhuang-telecom-2,tianjin-telecom,lanzhou-telecom,xian-telecom,xian-telecom-2,xining-telecom,dongguan-telecom,dongguan-telecom-2,foshan-telecom,foshan-telecom-2,fuzhou-telecom,guangzhou-telecom,haikou-telecom,nanning-telecom,shenzhen-telecom,xiamen-telecom,chengdu-telecom,chengdu-telecom-2,chengdu-telecom-3,chongqing-telecom,chongqing-telecom-2,kunming-telecom
2020-06-01 00:00:00,200.2966993006993,38.377333333333326,203.79866666666663,146.004,0.0933333333333332,27.93199999999999,61.156,75.12933333333332,35.140439560439546,13.71333333333333,260.6986666666666,6.583999999999997,276.388,10.59333333333333,22.71799999999999,11.538666666666662,19.774666666666665,7.650666666666664,2.013333333333333,4.485333333333323,146.3354761904762,37.52533333333333,7.913333333333332,17.343999999999998,166.3193333333333,66.11199999999998,5.141333333333331,36.336476190476176,36.08533333333333,133.7413333333333,6.518666666666665,20.95733333333333,263.664,2.627999999999997,44.99199999999999,57.72266666666665,53.36399999999999,23.52533333333333,1.781333333333332,213.684,43.810666666666656,12.573333333333329,24.50199999999999
2020-06-01 00:15:00,158.14199999999997,29.527999999999995,172.01599999999996,148.90666666666667,0.0773333333333332,25.741333333333326,68.01199999999999,53.43466666666666,32.36139560439559,12.618666666666666,238.68066666666664,6.795999999999997,276.1386666666666,9.749333333333327,21.45866666666665,10.911999999999995,18.526666666666664,6.959999999999998,1.988,3.928666666666662,155.03390476190472,26.08266666666666,7.537333333333332,15.811999999999996,157.69666666666666,65.20533333333331,4.908,32.66933333333333,33.587999999999994,128.65599999999998,6.143999999999995,19.17733333333333,240.20219047619045,2.4999999999999973,42.248,74.25866666666667,49.138666666666666,22.81999999999999,1.7173333333333312,196.486,34.25733333333332,12.38133333333333,22.038666666666657
2020-06-01 00:30:00,156.28771428571426,25.34266666666666,149.7253333333333,114.13866666666664,0.0866666666666666,23.738666666666656,57.48799999999999,41.32799999999999,30.809450549450528,11.823999999999998,227.9933333333333,6.525333333333329,275.4373333333333,9.519999999999998,20.745999999999988,9.882666666666662,17.793333333333326,6.543999999999999,1.9666666666666648,3.761999999999996,147.64980086580084,20.052,7.394666666666666,14.805333333333328,148.32066666666665,56.17866666666666,4.715999999999996,30.423999999999992,31.338666666666665,127.49599999999998,5.931999999999994,17.367999999999995,228.9228571428571,2.439999999999999,38.72,96.92838095238092,46.26266666666666,21.582666666666658,1.6546666666666647,186.4293333333333,31.33066666666666,12.575999999999992,21.081999999999987
2020-06-01 00:45:00,152.11714285714282,23.021333333333324,144.5093333333333,112.36266666666664,0.0893333333333332,22.63066666666666,43.47866666666666,38.02266666666665,29.437857142857126,11.186666666666664,214.258,6.619999999999994,273.21866666666665,9.153333333333332,20.108666666666657,9.06533333333333,17.263999999999996,5.807999999999998,1.6479999999999912,3.7113333333333287,128.1020476190476,17.686666666666664,7.286666666666665,14.658666666666662,141.34733333333332,49.685333333333325,4.4773333333333305,28.41533333333332,29.099999999999994,128.2293333333333,5.579999999999997,16.237333333333325,220.19266666666664,2.662666666666665,35.93733333333333,81.78933333333332,43.37199999999999,20.75866666666666,1.565333333333331,170.44466666666665,28.664,12.613333333333328,20.08999999999999
2020-06-01 01:00:00,140.55599999999995,22.52799999999999,144.17799999999997,100.98666666666666,0.0866666666666666,21.382666666666665,39.73866666666665,36.96933333333332,27.91559706959705,10.78133333333333,201.4413333333333,6.861333333333331,271.65599999999995,8.826666666666664,18.51666666666665,8.085333333333326,15.669333333333324,4.986666666666665,1.3093333333333264,3.9226666666666623,123.9895238095238,17.426666666666666,7.496,13.706666666666663,145.14466666666664,49.63733333333333,4.102666666666664,26.905999999999988,27.13066666666666,112.29999999999998,4.88133333333333,15.062666666666663,214.6270476190476,2.662666666666665,33.289333333333325,42.58799999999999,40.12933333333332,18.637333333333324,1.802666666666665,162.32399999999998,26.26533333333333,12.431999999999992,18.129333333333324
2020-06-01 01:15:00,143.83761904761903,20.51466666666666,140.63866666666664,83.15599999999999,0.0706666666666666,19.88266666666666,34.59599999999999,36.66399999999999,25.954780219780204,10.249333333333327,195.03866666666664,7.027999999999997,271.792,8.08666666666666,17.90466666666666,7.623999999999995,15.003999999999998,5.170666666666664,0.903999999999994,3.7733333333333294,112.75333333333332,15.851999999999997,6.379999999999998,13.57333333333333,129.3993333333333,46.853333333333325,3.918666666666665,24.87466666666666,25.172,110.35133333333332,4.679999999999998,13.874666666666664,189.6630256410256,2.285333333333332,30.876,26.37695238095236,36.48533333333332,17.103999999999985,1.613333333333331,129.36933333333332,24.487999999999992,12.554666666666662,17.39333333333332
2020-06-01 01:30:00,136.462,19.76666666666665,133.4053333333333,69.93599999999998,0.096,18.63999999999999,33.59466666666666,33.49599999999999,24.368974358974352,9.852,181.3973333333333,6.358666666666663,271.0293333333333,7.369333333333324,17.172666666666657,7.343999999999994,14.914666666666664,4.957333333333329,0.7213333333333266,3.844666666666662,88.99538095238093,15.195999999999996,6.482666666666665,13.274666666666665,122.77333333333333,49.94399999999999,3.7999999999999976,23.198666666666654,23.40933333333333,114.93199999999996,4.587999999999997,13.16133333333333,193.568,2.1013333333333297,29.071999999999992,21.086476190476173,33.89466666666665,15.721333333333316,1.5866666666666638,123.75466666666664,23.37866666666666,13.199999999999994,17.025333333333325
2020-06-01 01:45:00,134.98466666666664,18.55466666666666,123.68266666666663,56.058666666666646,0.0933333333333332,17.871999999999993,34.55199999999999,28.67733333333332,23.34869696969696,8.983999999999998,183.71599999999995,6.398666666666662,269.71466666666663,6.767999999999989,16.680666666666657,7.066666666666662,13.985333333333331,5.079999999999996,0.6839999999999956,3.7959999999999945,88.45638095238094,13.693333333333324,11.109333333333334,12.026666666666662,113.188,40.57333333333331,3.6506666666666656,21.13333333333333,22.12399999999999,114.2573333333333,4.298666666666663,12.074666666666666,185.326,1.975999999999997,26.993333333333325,18.94133333333332,31.675999999999988,15.010666666666657,1.5973333333333315,111.01866666666666,21.64,13.119999999999994,15.874666666666654
2020-06-01 02:00:00,105.48047619047618,18.455999999999992,131.31066666666663,50.937333333333335,0.076,17.49066666666666,29.757333333333325,31.52533333333332,21.89956043956043,8.715999999999996,187.5533333333333,7.305333333333331,271.35866666666664,6.326666666666659,16.376666666666658,6.409333333333328,13.707999999999997,4.527999999999995,0.5666666666666575,3.895333333333328,82.38273626373625,12.651999999999994,16.884,11.88933333333333,104.10466666666666,33.98399999999997,3.358666666666663,20.399999999999995,20.70266666666666,100.64266666666664,4.014666666666661,11.438666666666656,173.4533333333333,1.6439999999999977,25.39733333333332,18.78133333333331,29.174666666666653,13.550666666666652,1.741333333333331,105.34066666666664,19.768,12.62666666666666,15.310666666666656
2020-06-01 02:15:00,137.63892063492062,17.245333333333324,121.67599999999996,41.61733333333332,0.0906666666666666,16.405333333333324,30.416,30.735999999999983,20.707333333333324,8.164,162.26866666666666,7.311999999999995,271.416,5.754666666666658,15.765999999999991,6.06133333333333,13.242666666666665,4.170666666666663,0.5226666666666641,3.737333333333329,76.9173333333333,11.198666666666664,16.868,11.715999999999998,90.1313333333333,30.70933333333331,3.1973333333333325,18.933333333333323,19.481333333333325,102.74399999999996,3.687999999999992,10.46266666666666,173.99333333333328,1.781333333333332,23.97199999999999,17.035999999999987,27.137333333333327,11.785333333333318,1.6146666666666645,94.60933333333332,18.553333333333327,12.455999999999996,14.20066666666665
